timestamp,CPU US,CPU SY,CPU ID,MEM USED,MEM BUFF,Stellar CPU%,Stellar MEM%,PGSQL CPU%,PGSQL MEM%
2021-05-17 20:08:11,3.0,1.1,0.2,10359.1,498.5,23.8,0.8,3.0,0.5
2021-05-17 20:08:12,1.5,0.6,0.0,10359.1,498.5,11.0,0.8,3.0,0.5
2021-05-17 20:08:13,2.6,0.5,0.1,10358.5,499.1,20.0,0.8,4.0,0.5
2021-05-17 20:08:14,8.0,0.9,2.4,10358.5,499.1,35.0,0.8,22.0,0.5
2021-05-17 20:08:15,2.7,0.5,0.6,10358.5,499.1,12.0,0.8,2.0,0.5
2021-05-17 20:08:16,1.3,0.9,0.0,10359.5,497.8,11.0,0.8,3.0,0.5
2021-05-17 20:08:17,2.0,1.0,0.2,10359.5,497.8,14.9,0.8,3.0,0.5
2021-05-17 20:08:18,1.0,0.3,0.5,10359.5,497.8,9.0,0.8,2.0,0.5
2021-05-17 20:08:19,5.8,1.0,1.5,10359.0,498.2,40.0,0.8,11.0,0.5
2021-05-17 20:08:20,4.3,1.3,0.6,10359.0,498.2,31.0,0.8,9.0,0.5
2021-05-17 20:08:21,1.8,0.3,0.0,10359.0,498.2,15.0,0.8,3.0,0.5
2021-05-17 20:08:23,2.1,0.3,0.0,10360.2,497.0,18.8,0.8,4.0,0.5
2021-05-17 20:08:24,0.4,0.3,0.0,10360.2,497.0,3.0,0.8,0.0,0.5
2021-05-17 20:08:25,2.6,0.5,0.6,10359.7,497.6,22.0,0.8,4.0,0.5
2021-05-17 20:08:26,6.6,1.2,1.6,10359.7,497.6,39.0,0.8,27.0,0.5
2021-05-17 20:08:27,1.5,0.5,1.8,10359.7,497.6,13.0,0.8,2.0,0.5
2021-05-17 20:08:28,2.0,0.6,0.1,10359.1,498.5,17.0,0.8,3.0,0.5
2021-05-17 20:08:29,1.1,0.4,0.0,10359.1,498.5,9.9,0.8,2.0,0.5
2021-05-17 20:08:30,2.0,0.5,0.0,10359.1,498.5,13.0,0.8,2.0,0.5
2021-05-17 20:08:31,5.6,0.6,0.6,10361.5,496.0,36.0,0.8,16.0,0.5
2021-05-17 20:08:32,2.1,0.4,0.1,10361.5,496.0,21.0,0.8,3.0,0.5
2021-05-17 20:08:33,2.3,1.0,0.4,10361.5,496.0,15.0,0.8,3.0,0.5
2021-05-17 20:08:34,2.0,0.8,0.1,10360.7,496.8,16.0,0.8,4.0,0.5
2021-05-17 20:40:54,5.7,0.0,9.8,10351.8,503.7,20.0,0.8,20.0,0.5
2021-05-17 20:40:55,3.0,0.5,1.0,10351.8,503.7,24.0,0.8,7.0,0.5
2021-05-17 20:40:56,1.1,0.6,0.7,10351.8,503.7,6.0,0.8,2.0,0.5
2021-05-17 20:40:57,1.6,1.0,0.4,10354.4,501.5,14.0,0.8,1.0,0.5
