timestamp;duration;CORE0;CPU0;DRAM0;UNCORE0;EXIT_CODE
2021-06-27T00:00:00+02:00;1002384;2474969;2847283;1115598;;0
2021-06-27T00:00:01+02:00;1001242;15173057;15601035;1080319;;0
2021-06-27T00:00:06+02:00;1004978;1229977;1669124;1103635;;0
2021-06-27T00:00:08+02:00;1002704;1910456;2316156;1097288;;0
2021-06-27T00:00:12+02:00;1003668;996091;1433713;1105222;;0
2021-06-27T00:00:18+02:00;1004934;1060788;1496822;1107175;;0
2021-06-27T00:00:24+02:00;1004851;943602;1366634;1103574;;0
2021-06-27T00:00:26+02:00;1005148;1941036;2394708;1130673;;0
2021-06-27T00:00:30+02:00;1004499;1234983;1677913;1112363;;0
2021-06-27T00:00:35+02:00;1004748;858945;1289730;1099423;;0
2021-06-27T00:00:37+02:00;1003195;5010180;5504685;1123044;;0
2021-06-27T00:00:38+02:00;1004715;711241;1127561;1077939;;0
2021-06-27T00:00:42+02:00;1001418;6730268;7229351;1091428;;0
2021-06-27T00:00:48+02:00;1003302;5318895;5778794;1110715;;0
2021-06-27T00:00:51+02:00;1004836;782530;1204159;1094663;;0
2021-06-27T00:00:54+02:00;1004632;2297663;2742119;1121457;;0
2021-06-27T00:00:58+02:00;1001359;7151898;7596050;1094113;;0
2021-06-27T00:01:03+02:00;1004539;1051328;1481868;1106076;;0
2021-06-27T00:01:08+02:00;1002693;1846431;2283807;1101010;;0
2021-06-27T00:01:11+02:00;1003398;866514;1305295;1084714;;0
2021-06-27T00:01:13+02:00;1002697;3370292;3727529;1145200;;0
2021-06-27T00:01:16+02:00;1003962;2282587;2738335;1105893;;0
2021-06-27T00:01:21+02:00;1003283;3419364;3924611;1143308;;0
2021-06-27T00:01:26+02:00;1004823;1596797;2045527;1115354;;0
2021-06-27T00:01:31+02:00;1003896;3000724;3479178;1143613;;0
2021-06-27T00:01:35+02:00;1003114;1167416;1587399;1082395;;0
2021-06-27T00:01:41+02:00;1002751;2006221;2402460;1094236;;0
2021-06-27T00:01:43+02:00;1003588;2009029;2461602;1121030;;0
2021-06-27T00:01:47+02:00;1001803;4132558;4555042;1084714;;0
2021-06-27T00:01:49+02:00;1004714;1699825;2150934;1117368;;0
2021-06-27T00:01:52+02:00;1002747;5424363;5828781;1101865;;0
2021-06-27T00:01:54+02:00;1004825;1446529;1880366;1101803;;0
2021-06-27T00:01:57+02:00;1002711;3868032;4288075;1117673;;0
2021-06-27T00:02:01+02:00;1004767;928281;1357845;1101193;;0
2021-06-27T00:02:05+02:00;1004877;1911861;2357905;1122006;;0
2021-06-27T00:02:09+02:00;1002225;4012502;4440113;1089657;;0
2021-06-27T00:02:14+02:00;1003329;2899773;3392631;1134580;;0
2021-06-27T00:02:17+02:00;1004836;834593;1260495;1095395;;0
2021-06-27T00:02:22+02:00;1004737;1329587;1772273;1114377;;0
2021-06-27T00:02:24+02:00;1002961;4570911;5015307;1106564;;0
2021-06-27T00:02:26+02:00;1001389;1789607;2233087;1084226;;0
2021-06-27T00:02:29+02:00;1003185;1373104;1775508;1087216;;0
2021-06-27T00:02:33+02:00;1003271;1199216;1641842;1093564;;0
2021-06-27T00:02:36+02:00;1001389;4779773;5248766;1090817;;0
2021-06-27T00:02:41+02:00;1003130;5482530;5973801;1118100;;0
2021-06-27T00:02:46+02:00;1003750;4864855;5318102;1109129;;0
2021-06-27T00:02:49+02:00;1003770;987363;1426754;1100827;;0
2021-06-27T00:02:54+02:00;1003938;1038022;1493404;1113096;;0
2021-06-27T00:02:58+02:00;1003213;3628164;4150502;1129514;;0
2021-06-27T00:03:01+02:00;1004581;981931;1426510;1102719;;0
2021-06-27T00:03:04+02:00;1004515;996335;1438045;1102231;;0
2021-06-27T00:03:06+02:00;1003802;1118100;1552669;1084470;;0
2021-06-27T00:03:08+02:00;1003163;7120893;7602154;1104489;;0
2021-06-27T00:03:11+02:00;1004791;928831;1361447;1103330;;0
2021-06-27T00:03:15+02:00;1004792;1491268;1938899;1118344;;0
2021-06-27T00:03:20+02:00;1004162;2200983;2648065;1114743;;0
2021-06-27T00:03:21+02:00;1004616;992978;1431820;1095151;;0
2021-06-27T00:03:27+02:00;1004719;1086240;1528927;1104856;;0
2021-06-27T00:03:29+02:00;1004795;1095945;1522701;1091245;;0
2021-06-27T00:03:30+02:00;1002814;3400809;3874013;1096921;;0
2021-06-27T00:03:32+02:00;1004606;1070127;1520320;1118405;;0
2021-06-27T00:03:38+02:00;1004806;935056;1372310;1115903;;0
2021-06-27T00:03:41+02:00;1003333;2494256;2939202;1104367;;0
2021-06-27T00:03:43+02:00;1004850;1955561;2416254;1112668;;0
2021-06-27T00:03:45+02:00;1001968;1158627;1601498;1085020;;0
2021-06-27T00:03:49+02:00;1004082;1450252;1889766;1109250;;0
2021-06-27T00:03:54+02:00;1004714;1607906;2057917;1104977;;0
2021-06-27T00:03:59+02:00;1004916;1688594;2132196;1113279;;0
2021-06-27T00:04:01+02:00;1004799;1016172;1448422;1097898;;0
2021-06-27T00:04:02+02:00;1003173;1865108;2323847;1086362;;0
2021-06-27T00:04:04+02:00;1003850;882933;1310177;1096127;;0
2021-06-27T00:04:09+02:00;1002990;3272818;3786733;1126645;;0
2021-06-27T00:04:10+02:00;1003525;1091977;1536984;1097226;;0
2021-06-27T00:04:12+02:00;1004490;1344906;1786251;1100095;;0
2021-06-27T00:04:18+02:00;1003388;1416683;1846309;1096983;;0
2021-06-27T00:04:23+02:00;1004489;1155697;1585995;1107907;;0
2021-06-27T00:04:27+02:00;1003511;1225949;1730891;1099118;;0
2021-06-27T00:04:29+02:00;1002680;5757310;6143966;1101804;;0
2021-06-27T00:04:33+02:00;1004848;1061642;1493710;1092161;;0
2021-06-27T00:04:38+02:00;1004967;1193417;1632686;1106076;;0
2021-06-27T00:04:42+02:00;1003897;2270868;2717522;1113217;;0
2021-06-27T00:04:45+02:00;1004989;881285;1310360;1105649;;0
2021-06-27T00:04:49+02:00;1004838;1330258;1775447;1106931;;0
2021-06-27T00:04:52+02:00;1003098;2004207;2485040;1117490;;0
2021-06-27T00:04:55+02:00;1004696;894590;1315853;1096677;;0
2021-06-27T00:04:59+02:00;1004014;1472775;1919795;1113095;;0
2021-06-27T00:05:01+02:00;1004734;956113;1382077;1094053;;0
2021-06-27T00:05:04+02:00;1003190;1028867;1457150;1103452;;0
2021-06-27T00:05:06+02:00;1004868;1262570;1648372;1087583;;0
2021-06-27T00:05:08+02:00;1001931;5034045;5531358;1153989;;0
2021-06-27T00:05:09+02:00;1001623;1080747;1516841;1085629;;0
2021-06-27T00:05:13+02:00;1001679;2614801;3033440;1141233;;0
2021-06-27T00:05:16+02:00;1004002;978635;1419552;1100644;;0
2021-06-27T00:05:19+02:00;1003360;4360890;4865405;1127744;;0
2021-06-27T00:05:21+02:00;1002726;1963802;2372674;1089657;;0
2021-06-27T00:05:25+02:00;1002778;5747239;6178512;1101865;;0
2021-06-27T00:05:28+02:00;1004394;945249;1387631;1106626;;0
2021-06-27T00:05:29+02:00;1004784;952817;1385861;1098447;;0
2021-06-27T00:05:33+02:00;1004292;994626;1429684;1102292;;0
2021-06-27T00:05:35+02:00;1001652;1838252;2236200;1083676;;0
2021-06-27T00:05:39+02:00;1004894;1086545;1521603;1102414;;0
2021-06-27T00:05:41+02:00;1002776;3810842;4215077;1092770;;0
2021-06-27T00:05:43+02:00;1004995;1519405;1956172;1101987;;0
2021-06-27T00:05:46+02:00;1002807;5361070;5769089;1092160;;0
2021-06-27T00:05:47+02:00;1001838;2342950;2779534;1097043;;0
2021-06-27T00:05:52+02:00;1004016;7749675;8205728;1108884;;0
2021-06-27T00:05:54+02:00;1003985;1455319;1908564;1103574;;0
2021-06-27T00:05:58+02:00;1003811;2652276;3112724;1112119;;0
2021-06-27T00:06:00+02:00;1004699;1044309;1475887;1104673;;0
2021-06-27T00:06:03+02:00;1001698;2232477;2681817;1103208;;0
2021-06-27T00:06:05+02:00;1003194;1176083;1589107;1088742;;0
2021-06-27T00:06:09+02:00;1004659;1930782;2385980;1126462;;0
2021-06-27T00:06:12+02:00;1002856;1271054;1659236;1087216;;0
2021-06-27T00:06:16+02:00;1004742;1266660;1714656;1104306;;0
2021-06-27T00:06:20+02:00;1004663;1228573;1670589;1104734;;0
2021-06-27T00:06:23+02:00;1002650;3281913;3656180;1086972;;0
2021-06-27T00:06:27+02:00;1003882;1498287;1932063;1097898;;0
2021-06-27T00:06:30+02:00;1003679;1456722;1915461;1132932;;0
2021-06-27T00:06:32+02:00;1004752;1831233;2270380;1110898;;0
2021-06-27T00:06:33+02:00;1004885;908628;1332333;1089780;;0
2021-06-27T00:06:39+02:00;1004470;1155698;1587337;1100095;;0
2021-06-27T00:06:41+02:00;1003335;6008103;6494307;1119687;;0
2021-06-27T00:06:44+02:00;1004572;883421;1310117;1091001;;0
2021-06-27T00:06:50+02:00;1002752;1533870;1938776;1091794;;0
2021-06-27T00:06:54+02:00;1004834;1026852;1465450;1110288;;0
2021-06-27T00:06:57+02:00;1003064;1843379;2320490;1114316;;0
2021-06-27T00:07:01+02:00;1002673;2279901;2673882;1097654;;0
2021-06-27T00:07:05+02:00;1002049;1135251;1575252;1080014;;0
2021-06-27T00:07:10+02:00;1003613;1469479;1905086;1092038;;0
