timestamp;duration;CORE0;CPU0;DRAM0;UNCORE0;EXIT_CODE
2021-06-21T00:00:04+02:00;1002984;5999313;6487898;1123410;;0
2021-06-21T00:00:06+02:00;1004552;1476314;1928279;1123166;;0
2021-06-21T00:00:09+02:00;1003273;5408372;5944321;1112973;;0
2021-06-21T00:00:14+02:00;1004490;8141459;8598610;1110288;;0
2021-06-21T00:00:16+02:00;1004587;1495053;1951167;1115476;;0
2021-06-21T00:00:21+02:00;1004592;937498;1386227;1109677;;0
2021-06-21T00:00:23+02:00;1002869;1543758;1966364;1095029;;0
2021-06-21T00:00:25+02:00;1002807;8353921;8757790;1141110;;0
2021-06-21T00:00:28+02:00;1004667;1021604;1465267;1115536;;0
2021-06-21T00:00:29+02:00;1002814;1333797;1754390;1082700;;0
2021-06-21T00:00:33+02:00;1004779;1919978;2372369;1124997;;0
2021-06-21T00:00:35+02:00;1001375;1941279;2372980;1086667;;0
2021-06-21T00:00:40+02:00;1004489;1129758;1562557;1097836;;0
2021-06-21T00:00:41+02:00;1002846;6324935;6773359;1095578;;0
2021-06-21T00:00:44+02:00;1004934;1171689;1607479;1096738;;0
2021-06-21T00:00:45+02:00;1003416;983091;1433651;1089230;;0
2021-06-21T00:00:50+02:00;1004759;858213;1297482;1099363;;0
2021-06-21T00:00:53+02:00;1003347;1803585;2269769;1105161;;0
2021-06-21T00:00:58+02:00;1002804;8366128;8812599;1116147;;0
2021-06-21T00:01:00+02:00;1004902;1937678;2389093;1112302;;0
2021-06-21T00:01:05+02:00;1004826;1027890;1466671;1112424;;0
2021-06-21T00:01:11+02:00;1003360;1677120;2173578;1097287;;0
2021-06-21T00:01:16+02:00;1003854;1956294;2398187;1101376;;0
2021-06-21T00:01:17+02:00;1004035;1013242;1436154;1091733;;0
2021-06-21T00:01:22+02:00;1003958;1285214;1737667;1103757;;0
2021-06-21T00:01:25+02:00;1003185;5171495;5706956;1200314;;0
2021-06-21T00:01:30+02:00;1003160;6492354;7000288;1109128;;0
2021-06-21T00:01:35+02:00;1003434;1699153;2077875;1099546;;0
2021-06-21T00:01:37+02:00;1002515;1639827;2122492;1099728;;0
2021-06-21T00:01:41+02:00;1002282;7354901;7811320;1107907;;0
2021-06-21T00:01:44+02:00;1002652;1157650;1525204;1082150;;0
2021-06-21T00:01:46+02:00;1003059;9298255;9766577;1114072;;0
2021-06-21T00:01:51+02:00;1002674;6718061;7126874;1097776;;0
2021-06-21T00:01:54+02:00;1004809;1171323;1624141;1115232;;0
2021-06-21T00:01:55+02:00;1004743;888303;1314877;1090635;;0
2021-06-21T00:01:59+02:00;1004778;1493893;1940058;1106503;;0
2021-06-21T00:02:03+02:00;1004521;6885969;7367596;1117918;;0
2021-06-21T00:02:06+02:00;1003142;1154477;1605526;1091428;;0
2021-06-21T00:02:07+02:00;1001206;2934074;3417716;1082089;;0
2021-06-21T00:02:13+02:00;1004869;8098001;8570474;1119565;;0
2021-06-21T00:02:19+02:00;1002633;7764995;8161112;1096494;;0
2021-06-21T00:02:23+02:00;1004772;1114438;1549618;1104611;;0
2021-06-21T00:02:28+02:00;1004436;934018;1368222;1103818;;0
2021-06-21T00:02:34+02:00;1004898;858274;1292172;1105100;;0
2021-06-21T00:02:36+02:00;1003321;2450616;2942132;1123410;;0
2021-06-21T00:02:40+02:00;1002652;5150500;5538804;1084287;;0
2021-06-21T00:02:43+02:00;1003311;1060971;1504635;1101743;;0
2021-06-21T00:02:46+02:00;1002033;8956459;9432104;1108334;;0
2021-06-21T00:02:49+02:00;1003067;1641902;2046686;1091916;;0
2021-06-21T00:02:51+02:00;1004553;7433209;7896403;1123776;;0
2021-06-21T00:02:53+02:00;1004538;1231320;1679500;1120846;;0
2021-06-21T00:02:58+02:00;1001177;1844172;2294733;1084409;;0
2021-06-21T00:03:02+02:00;1002724;4993273;5440354;1103025;;0
2021-06-21T00:03:07+02:00;1002715;5150439;5575608;1099240;;0
2021-06-21T00:03:12+02:00;1003325;1181455;1610348;1093137;;0
2021-06-21T00:03:16+02:00;1004311;819883;1252743;1103025;;0
2021-06-21T00:03:19+02:00;1004620;2658745;3119316;1115110;;0
2021-06-21T00:03:21+02:00;1004753;890989;1335812;1113034;;0
2021-06-21T00:03:25+02:00;1003388;3566030;4142018;1140317;;0
2021-06-21T00:03:27+02:00;1004840;1151242;1593013;1109555;;0
2021-06-21T00:03:30+02:00;1003818;2338679;2803521;1110227;;0
2021-06-21T00:03:34+02:00;1004935;1273678;1716182;1099789;;0
2021-06-21T00:03:39+02:00;1004768;1023863;1458188;1100706;;0
2021-06-21T00:03:41+02:00;1004528;1949458;2400018;1124265;;0
2021-06-21T00:03:45+02:00;1004859;1410580;1845759;1103390;;0
2021-06-21T00:03:50+02:00;1004845;969236;1410641;1109006;;0
2021-06-21T00:03:56+02:00;1004481;878355;1306516;1090085;;0
2021-06-21T00:03:59+02:00;1003517;1879573;2333612;1113217;;0
2021-06-21T00:04:04+02:00;1004615;1106931;1546383;1112546;;0
2021-06-21T00:04:10+02:00;1004807;1114316;1549496;1111813;;0
2021-06-21T00:04:15+02:00;1004360;1225888;1672848;1107236;;0
2021-06-21T00:04:18+02:00;1001422;3084465;3504324;1090268;;0
2021-06-21T00:04:24+02:00;1003990;10786899;11272310;1171811;;0
2021-06-21T00:04:30+02:00;1004567;7850321;8336771;1131406;;0
2021-06-21T00:04:34+02:00;1004844;1106687;1543331;1137265;;0
2021-06-21T00:04:40+02:00;1003257;3918386;4402821;1132810;;0
2021-06-21T00:04:42+02:00;1002816;1455502;1877192;1103757;;0
2021-06-21T00:04:47+02:00;1003756;1425717;1883967;1093564;;0
2021-06-21T00:04:52+02:00;1003108;4641224;5133715;1109006;;0
2021-06-21T00:04:56+02:00;1002609;2526788;2924736;1078245;;0
2021-06-21T00:04:58+02:00;1005147;1663937;2117609;1112546;;0
2021-06-21T00:05:01+02:00;1003403;1158384;1597775;1092160;;0
2021-06-21T00:05:02+02:00;1003613;8016764;8485391;1112913;;0
2021-06-21T00:05:03+02:00;1004222;963010;1408932;1110288;;0
2021-06-21T00:05:09+02:00;1004723;981382;1436642;1120603;;0
2021-06-21T00:05:11+02:00;1004765;1061399;1493282;1094235;;0
2021-06-21T00:05:14+02:00;1005127;1235165;1672298;1115170;;0
2021-06-21T00:05:20+02:00;1004506;1238705;1693660;1115659;;0
2021-06-21T00:05:23+02:00;1001475;2952508;3392448;1091183;;0
2021-06-21T00:05:28+02:00;1002491;1804073;2248835;1089047;;0
2021-06-21T00:05:33+02:00;1003706;1935176;2408624;1106931;;0
2021-06-21T00:05:39+02:00;1004649;1161802;1590328;1097592;;0
2021-06-21T00:05:43+02:00;1002779;1284176;1684322;1098630;;0
2021-06-21T00:05:44+02:00;1002661;1381345;1764339;1085874;;0
2021-06-21T00:05:46+02:00;1003166;2592401;3077567;1092283;;0
2021-06-21T00:05:49+02:00;1003926;994504;1437740;1097409;;0
2021-06-21T00:05:54+02:00;1004687;1033811;1459896;1085081;;0
2021-06-21T00:05:57+02:00;1003233;3085869;3557914;1109373;;0
2021-06-21T00:06:00+02:00;1004581;1025816;1462277;1097898;;0
2021-06-21T00:06:05+02:00;1004745;787352;1221799;1099485;;0
2021-06-21T00:06:08+02:00;1003439;2547784;3025017;1107969;;0
2021-06-21T00:06:10+02:00;1004629;1171994;1616146;1108762;;0
2021-06-21T00:06:13+02:00;1002679;5764877;6168075;1098630;;0
2021-06-21T00:06:14+02:00;1004738;1071043;1523129;1120908;;0
2021-06-21T00:06:18+02:00;1002722;4141774;4565479;1090512;;0
2021-06-21T00:06:19+02:00;1004895;1907222;2363519;1125913;;0
2021-06-21T00:06:24+02:00;1004578;12177765;12660673;1176144;;0
2021-06-21T00:06:26+02:00;1004514;2402399;2785638;1110593;;0
2021-06-21T00:06:29+02:00;1003350;5548630;6017928;1087705;;0
2021-06-21T00:06:32+02:00;1004756;1155026;1598873;1102292;;0
2021-06-21T00:06:34+02:00;1001337;3565360;4024037;1086301;;0
2021-06-21T00:06:40+02:00;1002718;4008291;4411304;1091428;;0
2021-06-21T00:06:43+02:00;1004883;1911433;2352533;1097714;;0
2021-06-21T00:06:49+02:00;1003440;1327206;1792598;1094174;;0
2021-06-21T00:06:52+02:00;1003318;5291918;5775803;1118710;;0
2021-06-21T00:06:56+02:00;1003352;832883;1216000;1075986;;0
2021-06-21T00:06:58+02:00;1003544;2148493;2626214;1119565;;0
2021-06-21T00:07:01+02:00;1003561;1391537;1823909;1090024;;0
2021-06-21T00:07:03+02:00;1004986;1871638;2346064;1131101;;0
2021-06-21T00:07:06+02:00;1004032;1368161;1810604;1101804;;0
2021-06-21T00:07:11+02:00;1004799;1321773;1750728;1092771;;0
2021-06-21T00:07:16+02:00;1004844;1454891;1893549;1101499;;0
2021-06-21T00:07:19+02:00;1003016;4260487;4669544;1090756;;0
2021-06-21T00:07:21+02:00;1002703;2466241;2888054;1095517;;0
2021-06-21T00:07:25+02:00;1001765;10318577;10701816;1229428;;0
2021-06-21T00:07:26+02:00;1003036;1432919;1861750;1097715;;0
2021-06-21T00:07:30+02:00;1004527;2089839;2554314;1128598;;0
2021-06-21T00:07:32+02:00;1004847;1061399;1498836;1108884;;0
2021-06-21T00:07:34+02:00;1002697;4748889;5164598;1084592;;0
2021-06-21T00:07:37+02:00;1004585;1248165;1701290;1107724;;0
2021-06-21T00:07:39+02:00;1004573;1114865;1555843;1103391;;0
2021-06-21T00:07:44+02:00;1004773;1117673;1546627;1101010;;0
2021-06-21T00:07:48+02:00;1004704;2383478;2838067;1113705;;0
2021-06-21T00:07:53+02:00;1004523;1208371;1663753;1113950;;0
2021-06-21T00:07:59+02:00;1001207;1560787;1971065;1080930;;0
2021-06-21T00:08:04+02:00;1001449;1313900;1820674;1091672;;0
2021-06-21T00:08:07+02:00;1003697;6257003;6689680;1125364;;0
2021-06-21T00:08:10+02:00;1005104;1238644;1688350;1112424;;0
2021-06-21T00:08:14+02:00;1003131;6875471;7384319;1113645;;0
2021-06-21T00:08:18+02:00;1002717;1477413;1879145;1094541;;0
2021-06-21T00:08:20+02:00;1005401;1129758;1574032;1111936;;0
