timestamp;duration;CORE0;CPU0;DRAM0;UNCORE0;EXIT_CODE
2021-06-05T00:00:00+02:00;1004402;949400;1371030;1094052;;0
2021-06-05T00:00:05+02:00;1004756;3327751;3766958;1177243;;0
2021-06-05T00:00:07+02:00;1003412;1020810;1469845;1081602;;0
2021-06-05T00:00:09+02:00;1003277;4892871;5417650;1129148;;0
2021-06-05T00:00:14+02:00;1002924;2181330;2624505;1104429;;0
2021-06-05T00:00:17+02:00;1004543;876158;1307248;1096494;;0
2021-06-05T00:00:19+02:00;1004739;942442;1359799;1090024;;0
2021-06-05T00:00:21+02:00;1004618;2418695;2878594;1118345;;0
2021-06-05T00:00:22+02:00;1004759;1239987;1688228;1102231;;0
2021-06-05T00:00:25+02:00;1003338;5565538;6023178;1100644;;0
2021-06-05T00:00:30+02:00;1004910;944944;1367489;1092588;;0
2021-06-05T00:00:35+02:00;1002888;970578;1373593;1073728;;0
2021-06-05T00:00:37+02:00;1004630;968076;1408260;1106076;;0
2021-06-05T00:00:42+02:00;1004648;1702022;2145930;1131467;;0
2021-06-05T00:00:46+02:00;1002625;4802173;5215014;1097470;;0
2021-06-05T00:00:50+02:00;1004519;1115475;1548336;1098325;;0
2021-06-05T00:00:54+02:00;1003411;1186459;1635372;1088620;;0
2021-06-05T00:00:57+02:00;1003019;6226973;6662580;1094053;;0
2021-06-05T00:01:00+02:00;1004520;1015805;1457394;1109555;;0
2021-06-05T00:01:02+02:00;1002856;7018781;7410564;1091001;;0
2021-06-05T00:01:08+02:00;1002817;3557242;3971120;1088132;;0
2021-06-05T00:01:11+02:00;1001888;1436581;1887629;1093686;;0
2021-06-05T00:01:13+02:00;1002645;2693291;3104362;1097532;;0
2021-06-05T00:01:15+02:00;1003815;1881770;2343622;1117429;;0
2021-06-05T00:01:16+02:00;1004755;1441219;1877498;1112790;;0
2021-06-05T00:01:20+02:00;1004940;1852534;2310663;1111996;;0
2021-06-05T00:01:23+02:00;1002535;1117490;1554623;1078672;;0
2021-06-05T00:01:26+02:00;1003511;2113093;2582574;1102963;;0
2021-06-05T00:01:31+02:00;1001443;7877544;8328286;1104123;;0
2021-06-05T00:01:36+02:00;1002967;5856857;6259567;1110837;;0
2021-06-05T00:01:38+02:00;1004841;1149473;1586239;1103452;;0
2021-06-05T00:01:39+02:00;1003891;1138120;1569698;1102231;;0
2021-06-05T00:01:43+02:00;1003231;2911125;3405264;1088254;;0
2021-06-05T00:01:46+02:00;1004590;957211;1388608;1101926;;0
2021-06-05T00:01:48+02:00;1003483;5183825;5671739;1105832;;0
2021-06-05T00:01:51+02:00;1004669;1137204;1567195;1101925;;0
2021-06-05T00:01:56+02:00;1003773;1092771;1539242;1096372;;0
2021-06-05T00:01:58+02:00;1002719;1226559;1623592;1084409;;0
2021-06-05T00:02:03+02:00;1004796;1050534;1480953;1091489;;0
2021-06-05T00:02:07+02:00;1003504;2330011;2808221;1105894;;0
2021-06-05T00:02:12+02:00;1002751;1490902;1895808;1098447;;0
2021-06-05T00:02:17+02:00;1004580;1291317;1729427;1101865;;0
2021-06-05T00:02:19+02:00;1003402;1193173;1639094;1086912;;0
2021-06-05T00:02:24+02:00;1004892;1148862;1571041;1102476;;0
2021-06-05T00:02:30+02:00;1004832;957578;1393673;1090269;;0
2021-06-05T00:02:32+02:00;1003392;5746751;6236679;1111264;;0
2021-06-05T00:02:35+02:00;1004834;1095456;1521969;1092893;;0
2021-06-05T00:02:38+02:00;1004760;1086178;1532040;1107725;;0
2021-06-05T00:02:41+02:00;1004869;1051145;1469112;1082638;;0
2021-06-05T00:02:44+02:00;1003342;1453732;1915583;1097226;;0
2021-06-05T00:02:45+02:00;1004740;1105282;1546077;1106504;;0
2021-06-05T00:02:49+02:00;1004774;963193;1396237;1104795;;0
2021-06-05T00:02:52+02:00;1004749;1075010;1501461;1090207;;0
2021-06-05T00:02:54+02:00;1003412;3739736;4194386;1119076;;0
2021-06-05T00:02:55+02:00;1003626;1836483;2274287;1106870;;0
2021-06-05T00:02:57+02:00;1004471;975095;1407467;1101987;;0
2021-06-05T00:03:01+02:00;1004794;1283139;1726070;1108823;;0
2021-06-05T00:03:04+02:00;1001211;6765303;7262433;1137326;;0
2021-06-05T00:03:08+02:00;1004899;1292172;1719661;1100583;;0
2021-06-05T00:03:12+02:00;1004837;970213;1405759;1102964;;0
2021-06-05T00:03:16+02:00;1003444;995664;1432492;1093076;;0
2021-06-05T00:03:19+02:00;1003804;1041685;1467465;1091428;;0
2021-06-05T00:03:22+02:00;1004871;962705;1398250;1106991;;0
2021-06-05T00:03:25+02:00;1004849;1007322;1427609;1088987;;0
2021-06-05T00:03:28+02:00;1004566;1012082;1452999;1097043;;0
2021-06-05T00:03:30+02:00;1002689;3423758;3807119;1081357;;0
2021-06-05T00:03:35+02:00;1001490;2896782;3310782;1069639;;0
2021-06-05T00:03:39+02:00;1004555;1396175;1826839;1095761;;0
2021-06-05T00:03:42+02:00;1003156;1771541;2248468;1101071;;0
2021-06-05T00:03:47+02:00;1003318;6227035;6717451;1118771;;0
2021-06-05T00:03:49+02:00;1004566;971433;1396603;1096432;;0
2021-06-05T00:03:54+02:00;1004621;1029417;1471066;1098142;;0
2021-06-05T00:04:00+02:00;1004860;1001524;1434323;1098325;;0
2021-06-05T00:04:03+02:00;1001498;6770246;7229596;1078916;;0
2021-06-05T00:04:05+02:00;1004633;1549678;1966975;1107602;;0
2021-06-05T00:04:08+02:00;1002715;2433954;2901055;1151731;;0
2021-06-05T00:04:09+02:00;1003657;5460680;5926682;1128293;;0
